sense_1,sense_2,mark,lang,features_1,features_2,sim_feature,pos_1,pos_2,sim_pos,fuzz,cosine
['(body) side'],['door-post'],1,eng,[],[],0,NOUN,NOUN,True,0.0,0.3400743305683136
['to play'],['spawning'],1,eng,"['make', 'compete', 'dramatic_composition', 'freedom', 'perform', 'exhaust', 'act', 're-create', 'activity', 'bet', 'measure', 'attempt', 'discharge', 'wit', 'vice', 'hit', 'sound', 'change', 'gamble', 'travel', 'exploit', 'consider', 'move', 'action', 'simulate', 'show', 'use', 'deploy', 'manipulate', 'plan_of_action', 'diversion', 'motion', 'movability']","['cause', 'lay']",0,VERB,VERB,True,0.0,0.4707670211791992
['noise'],['quarrel'],1,eng,"['trouble', 'incomprehensibility', 'irregularity', 'sound', 'cry']","['argue', 'arrow', 'dispute']",0,NOUN,NOUN,True,0.0,0.5963733792304993
['atheist'],['scoundrel'],1,eng,['disbeliever'],['unwelcome_person'],0,NOUN,NOUN,True,0.0,0.3774205148220062
['necessary'],['inevitable'],1,eng,['thing'],['destiny'],0,ADJ,ADJ,True,0.0,0.4605621099472046
['autumn'],['sad'],1,eng,['season'],[],0,NOUN,NOUN,True,0.0,0.389019250869751
['to make sit'],"['to plant', 'put in the ground']",1,eng,[],"['contrivance', 'plantae', 'actor', 'stock', 'building_complex', 'insert', 'communicate', 'initiate', 'organism', 'put']",0,VERB,VERB,True,0.0,0.5309664011001587
['to make sit'],['to imprison'],1,eng,[],['confine'],0,VERB,VERB,True,0.0,0.4543011784553528
['friend'],['pair'],1,eng,"['associate', 'advocate', 'christian', 'person', 'religious_society_of_friends']","['join', 'two', 'poker_hand', 'set', 'unite', 'gathering', 'arrange', 'occur']",0,NOUN,NOUN,True,0.0,0.48399442434310913
['to warm up'],['to hatch eggs'],1,eng,"['change', 'exercise', 'operate', 'work']",[],0,VERB,VERB,True,0.0,0.3413042724132538
['warm'],['effeminate'],1,eng,['change'],[],0,NOUN,NOUN,True,0.0,0.357311487197876
['to compare'],['to imitate'],1,eng,"['likeness', 'study', 'inflect', 'analyze', 'be']","['reproduce', 'resemble', 'copy']",0,VERB,VERB,True,0.0,0.4454689025878906
['to carry'],['to endure a load'],1,eng,"['range', 'bear', 'sustain', 'imply', 'circulate', 'bring', 'transfer', 'nourish', 'perform', 'act', 'transportation', 'effect', 'obtain', 'drink', 'appropriate', 'hit', 'compensate', 'promote', 'influence', 'propel', 'travel', 'move', 'continue', 'give_birth', 'communicate', 'win', 'follow', 'grow', 'include', 'hold', 'have']",[],0,VERB,VERB,True,0.0,0.6302505731582642
"['grown-up', 'adult']",['boss'],1,eng,[],"['bovidae', 'impress', 'mammal_genus', 'employer', 'projection', 'supervisor', 'leader', 'politician']",0,NOUN,NOUN,True,0.0,0.3869629204273224
['brain'],"['nut', 'hazel']",1,eng,"['cognition', 'kill', 'intelligence', 'hit', 'variety_meat', 'neural_structure', 'intellectual']","['gonad', 'eccentric', 'linear_unit', 'seed', 'enthusiast', 'block', 'gather', 'male_reproductive_gland']",0,NOUN,NOUN,True,0.0,0.49283844232559204
['disease'],['laziness'],1,eng,['illness'],"['inactiveness', 'rest', 'mortal_sin']",0,NOUN,NOUN,True,0.0,0.472880482673645
['period of time'],['harvest'],1,eng,['fundamental_quantity'],"['season', 'gather', 'remove', 'consequence', 'output']",0,NOUN,NOUN,True,0.0,0.3086734414100647
['year'],['harvest'],1,eng,"['time_period', 'gathering']","['season', 'gather', 'remove', 'consequence', 'output']",0,NOUN,NOUN,True,0.0,0.3960036039352417
['bad'],"['ill', 'sick', 'not well']",1,eng,['quality'],['disorder'],0,ADJ,NOUN,False,0.0,0.700044572353363
['bird'],['eagle'],1,eng,"['aves', 'observe', 'vertebrate', 'meat', 'badminton_equipment', 'girl', 'flock', 'cry']","['accipitridae', 'bird_of_prey', 'shoot', 'emblem', 'coin', 'score']",0,NOUN,NOUN,True,0.0,0.6713021397590637
['to accompany'],['to express agreement'],1,eng,"['play', 'travel', 'consort']",[],0,VERB,VERB,True,0.0,0.595600962638855
"['albumen', 'white of an egg']",['protein'],1,eng,"['ingredient', 'simple_protein']",['macromolecule'],0,NOUN,NOUN,True,0.0,0.4776799976825714
"['albumen', 'white of an egg']",['white of an eye'],1,eng,"['ingredient', 'simple_protein']",[],0,NOUN,NOUN,True,0.0,0.2917599380016327
['to sit'],['to hatch eggs'],1,eng,"['travel', 'serve', 'guard', 'expose', 'convene', 'change_posture', 'be', 'put']",[],0,VERB,VERB,True,0.0,0.31479883193969727
['strong'],['influential person'],1,eng,[],['adult'],0,ADJ,NOUN,False,0.0,0.34727743268013
['inside'],['deep'],1,eng,"['surface', 'region']","['natural_depression', 'ocean', 'middle']",0,ADP,NOUN,False,0.0,0.454571008682251
['to lie'],['to copulate'],1,eng,"['misinform', 'falsehood', 'exist', 'position', 'change_posture', 'be']",['join'],0,VERB,VERB,True,0.0,0.5450904965400696
['next'],['second'],1,eng,[],"['merchandise', 'agreement', 'gear', 'time', 'support', 'position', 'point', 'attendant', 'transfer', 'angular_unit', 'baseball_team', 'rank', 'time_unit']",0,ADJ,ADJ,True,0.0,0.6267978549003601
['another'],['second'],1,eng,[],"['merchandise', 'agreement', 'gear', 'time', 'support', 'position', 'point', 'attendant', 'transfer', 'angular_unit', 'baseball_team', 'rank', 'time_unit']",0,DET,ADJ,False,0.0,0.6970421075820923
['part'],['beloved'],1,eng,"['relation', 'thing', 'leave', 'portrayal', 'duty', 'attempt', 'location', 'line', 'concern', 'tune', 'concept', 'assets', 'object', 'move', 'change']",['lover'],0,NOUN,VERB,False,0.0,0.37802743911743164
['smell'],['news'],1,eng,"['perceive', 'modality', 'sensation', 'smell', 'cause_to_be_perceived', 'sensing', 'exteroception', 'property', 'suggest', 'atmosphere']","['broadcast', 'interest', 'information']",0,NOUN,NOUN,True,0.0,0.3449309468269348
['to go around'],"['to care for', 'look after']",1,eng,"['turn', 'avoid', 'suffice', 'travel']","['like', 'love']",0,VERB,VERB,True,0.0,0.5972305536270142
['lazy'],['to deceive'],1,eng,[],"['misinform', 'victimize']",0,NOUN,VERB,False,0.0,0.47323909401893616
['lazy'],['stupid'],1,eng,[],['simpleton'],0,NOUN,ADJ,False,0.0,0.5481253266334534
['goat'],['sty'],1,eng,"['capra', 'bovid', 'person', 'victim']","['pen', 'infection']",0,NOUN,NOUN,True,0.0,0.5558947920799255
"['mushroom', 'fungus']",['sty'],1,eng,"['vegetable', 'grow', 'pick', 'cloud', 'basidiomycete', 'agaric']","['pen', 'infection']",0,NOUN,NOUN,True,0.0,0.396098256111145
['stamen'],['eyelash'],1,eng,['reproductive_structure'],['hair'],0,NOUN,NOUN,True,0.0,0.37782981991767883
['butterfly'],['chaff'],1,eng,"['unfold', 'flit', 'talk', 'swimming_stroke', 'lepidopterous_insect']","['plant_material', 'foil', 'tease']",0,NOUN,NOUN,True,0.0,0.291477769613266
['eyebrow'],['edge'],1,eng,['hair'],"['side', 'advance', 'touch', 'boundary', 'line', 'superiority', 'supply', 'sharpen', 'limit', 'urgency']",0,NOUN,NOUN,True,0.0,0.4085308909416199
['aunt'],['term of address to a woman'],1,eng,['kinswoman'],[],0,NOUN,NOUN,True,0.0,0.2642233073711395
['swamp'],['bad'],1,eng,"['wetland', 'flood', 'fill', 'situation']",['quality'],0,NOUN,ADJ,False,0.0,0.4298393130302429
['to be carried out'],['to die'],1,eng,[],"['suffer', 'play', 'cut_out', 'cutter', 'cube', 'change_state', 'feel', 'break_down', 'change', 'ache', 'disappear', 'shaping_tool']",0,VERB,VERB,True,0.0,0.5924309492111206
['end'],['territorial entity'],1,eng,"['football_team', 'destroy', 'surface', 'boundary', 'topographic_point', 'section', 'part', 'extremity', 'point', 'state', 'ending', 'content', 'piece_of_cloth', 'contribution', 'change', 'lineman', 'be']",[],0,NOUN,NOUN,True,0.0,0.15105122327804565
['spindle'],['neck'],1,eng,"['rotating_shaft', 'fiber', 'piece', 'stick', 'holding_device']","['opening', 'external_body_part', 'part', 'land', 'cut', 'pet']",0,NOUN,NOUN,True,0.0,0.4818992018699646
['foot'],['beginning'],1,eng,"['army_unit', 'secret_agent', 'bottom', 'walk', 'pay', 'support', 'meter', 'add', 'linear_unit', 'organ', 'vertebrate_foot']","['change_of_state', 'part', 'achieve', 'point', 'talk', 'happening', 'act', 'be']",0,NOUN,VERB,False,0.0,0.34027010202407837
['before'],['ancestor'],1,eng,[],['relative'],0,ADP,NOUN,False,0.0,0.4514201581478119
['sun'],['fire'],1,eng,"['lie', 'expose', 'star', 'rest_day', 'solar_system', 'important_person', 'light']","['chase_away', 'make', 'trial', 'element', 'passion', 'criticism', 'bake', 'destroy', 'fireplace', 'supply', 'attack', 'remove', 'happening', 'blast', 'fuel', 'combustion']",0,NOUN,NOUN,True,0.0,0.527084231376648
['kidney'],['testicle'],1,eng,['excretory_organ'],"['gonad', 'male_reproductive_gland']",0,NOUN,NOUN,True,0.0,0.48681020736694336
['stone'],['kidney'],1,eng,"['pericarp', 'material', 'coldness', 'kill', 'avoirdupois_unit', 'building_material', 'remove', 'crystal', 'natural_object']",['excretory_organ'],0,NOUN,NOUN,True,0.0,0.48023971915245056
['kidney'],['heart'],1,eng,['excretory_organ'],"['major_suit', 'playing_card', 'disposition', 'intuition', 'internal_organ', 'content', 'feeling', 'courage', 'variety_meat', 'plane_figure', 'area']",0,NOUN,NOUN,True,0.0,0.5051862001419067
['to move'],['animal'],1,eng,"['turn', 'cause', 'act', 'affect', 'live', 'decision', 'propose', 'sell', 'change']","['animalia', 'organism']",0,VERB,NOUN,False,0.0,0.34173303842544556
['dark'],['animal'],1,eng,"['illumination', 'condition', 'time_period', 'unenlightenment', 'scene']","['animalia', 'organism']",0,NOUN,NOUN,True,0.0,0.35425689816474915
['hair'],['animal'],1,eng,"['fabric', 'plant_process', 'body_covering', 'process', 'filament', 'small_indefinite_quantity']","['animalia', 'organism']",0,NOUN,NOUN,True,0.0,0.5159350633621216
['fish'],['animal'],1,eng,"['aquatic_vertebrate', 'school', 'food', 'pisces', 'catch', 'person', 'search']","['animalia', 'organism']",0,NOUN,NOUN,True,0.0,0.5968548655509949
['meat'],['animal'],1,eng,"['plant_part', 'content', 'food']","['animalia', 'organism']",0,NOUN,NOUN,True,0.0,0.6455262303352356
['mirror'],['mirror'],1,eng,"['reflect', 'reflector', 'depicting']","['reflect', 'reflector', 'depicting']",1,NOUN,NOUN,True,100.0,1.0
['page'],['website'],1,eng,"['number', 'leaf', 'attendant', 'summon', 'messenger_boy', 'work']",['computer'],0,NOUN,NOUN,True,0.0,0.6995348334312439
['soaked in sauce'],['experienced'],1,eng,[],"['undergo', 'change', 'experience']",0,NOUN,ADJ,False,0.0,0.22008031606674194
['red'],"['heading', 'title']",1,eng,"['chromatic_color', 'radical', 'sum']","['lie', 'form', 'passageway', 'precede', 'line', 'be', 'control', 'originate', 'direction', 'remove', 'proceed', 'direct']",0,ADJ,VERB,False,0.0,0.3070001006126404
['hare'],['pacemaker'],1,eng,"['lepus', 'run', 'game', 'leporid']","['electronic_device', 'cardiac_muscle', 'exemplar', 'racehorse']",0,NOUN,NOUN,True,0.0,0.35964930057525635
['health'],['prosperity'],1,eng,"['wellbeing', 'condition']","['economic_condition', 'good_fortune']",0,NOUN,NOUN,True,0.0,0.4125646650791168
['green'],['healthy'],1,eng,"['vegetable', 'chromatic_color', 'environmentalist', 'ketamine', 'discolor', 'green_party', 'tract', 'site']",[],0,ADJ,ADJ,True,0.0,0.3942085802555084
['wind'],['autumn'],1,eng,"['influence', 'musical_instrument', 'intertwine', 'guidance', 'weather', 'travel', 'smell', 'tighten', 'talk', 'move', 'raise', 'reflex', 'exhalation', 'be', 'rotation']",['season'],0,NOUN,NOUN,True,0.0,0.481855183839798
['to make sausage'],['to kill'],1,eng,[],"['termination', 'hurt', 'destroy', 'destruction', 'overwhelm', 'drink', 'veto', 'end', 'hit', 'take_away', 'switch_off', 'exhaust', 'be']",0,VERB,VERB,True,0.0,0.44238340854644775
['to sing'],['shaman'],1,eng,"['sing', 'unwrap', 'utter', 'talk', 'interpret', 'sound']",['priest'],0,VERB,NOUN,False,0.0,0.28110966086387634
['uncle'],['stepfather'],1,eng,"['kinsman', 'benefactor']","['father_figure', 'stepparent']",0,NOUN,NOUN,True,0.0,0.6265236735343933
['happy'],['rich'],1,eng,[],['people'],0,ADJ,ADJ,True,0.0,0.47311046719551086
['poor'],"['ill', 'sick', 'not well']",1,eng,['people'],['disorder'],0,ADJ,NOUN,False,0.0,0.5875366926193237
['middle'],['belt'],1,eng,"['part', 'point', 'put', 'area']","['accessory', 'loop', 'sing', 'fasten', 'blow', 'path', 'hit', 'region', 'ammunition']",0,NOUN,NOUN,True,0.0,0.37024199962615967
['armpit'],['to tickle'],1,eng,['cavity'],"['itch', 'stimulate', 'touch', 'cutaneous_sensation', 'caress']",0,NOUN,VERB,False,0.0,0.49242502450942993
"['aunt', ""father's sister""]",['niece'],1,eng,['kinswoman'],['kinswoman'],1,NOUN,NOUN,True,0.0,0.785995364189148
"['aunt', ""father's sister""]",['mother-in-law'],1,eng,['kinswoman'],"['mother', 'in-law']",0,NOUN,NOUN,True,0.0,0.5043339133262634
['ochre'],['yellow'],1,eng,"['earth_color', 'orange_yellow']","['chromatic_color', 'discolor']",0,NOUN,NOUN,True,0.0,0.3097424805164337
['turmeric'],['yellow'],1,eng,"['flavorer', 'curcuma', 'herb']","['chromatic_color', 'discolor']",0,NOUN,NOUN,True,0.0,0.45776450634002686
['cuttlefish'],['black'],1,eng,"['decapod', 'sepia']","['achromatic_color', 'person_of_color', 'clothing', 'discolor', 'dark', 'man', 'person', 'black_race']",0,NOUN,ADJ,False,0.0,0.3298937976360321
['citron'],['yellow'],1,eng,['citrus'],"['chromatic_color', 'discolor']",0,NOUN,NOUN,True,0.0,0.5096086859703064
['clean'],"['devil', 'satan']",1,eng,"['groom', 'deprive', 'weightlift', 'remove', 'tidy', 'change', 'be']","['cook', 'unpleasant_person', 'evil_spirit', 'exclamation', 'troublemaker', 'displease']",0,NOUN,NOUN,True,0.0,0.3546472489833832
['blue'],['red'],1,eng,"['organization', 'sky', 'dye', 'chromatic_color', 'amobarbital', 'clothing', 'discolor', 'lycaenid', 'lycaena']","['chromatic_color', 'radical', 'sum']",1,NOUN,ADJ,False,0.0,0.5838993191719055
['to stand up'],['to stop doing smth.'],1,eng,"['defend', 'rest', 'resist', 'survive', 'change_posture', 'put']",[],0,VERB,VERB,True,0.0,0.4676501452922821
['to be in time'],['to ripen'],1,eng,[],"['mature', 'change']",0,VERB,VERB,True,0.0,0.4076022505760193
"['to walk', 'to go']",['to lose'],1,eng,"['play', 'travel', 'compel', 'career', 'pace', 'accomplishment', 'traverse', 'locomotion', 'behave', 'path', 'consociate', 'gait', 'carriage', 'accompany', 'score']","['suffer', 'regress', 'worsen', 'put']",0,VERB,VERB,True,0.0,0.43607547879219055
['healthy'],['happy'],1,eng,[],[],0,ADJ,ADJ,True,0.0,0.5733098387718201
['animal'],['insect'],1,eng,"['animalia', 'organism']","['swarm', 'arthropoda', 'arthropod', 'unpleasant_person']",0,NOUN,NOUN,True,0.0,0.605848491191864
['mute'],['insane'],1,eng,"['acoustic_device', 'soften', 'deaf_person']",[],0,NOUN,NOUN,True,0.0,0.45205605030059814
['stupid'],['insane'],1,eng,['simpleton'],[],0,ADJ,NOUN,False,0.0,0.6104674339294434
['stupid'],['fat'],1,eng,['simpleton'],"['lipid', 'change', 'bodily_property', 'animal_tissue']",0,ADJ,NOUN,False,0.0,0.48815926909446716
['insect'],['fly'],1,eng,"['swarm', 'arthropoda', 'arthropod', 'unpleasant_person']","['dipterous_insect', 'diptera', 'travel', 'operate', 'scat', 'opening', 'flap', 'decrease', 'transport', ""fisherman's_lure"", 'hit', 'move', 'show', 'elapse', 'change']",0,NOUN,NOUN,True,0.0,0.5976542234420776
['insect'],['wasp'],1,eng,"['swarm', 'arthropoda', 'arthropod', 'unpleasant_person']","['protestant', 'hymenopterous_insect', 'white']",0,NOUN,NOUN,True,0.0,0.6465935707092285
['insect'],"['mosquito', 'gnat']",1,eng,"['swarm', 'arthropoda', 'arthropod', 'unpleasant_person']","['dipterous_insect', 'culicidae']",0,NOUN,NOUN,True,0.0,0.7450904250144958
['hedgehog'],['chestnut'],1,eng,"['erinaceus', 'insectivore', 'rodent']","['callus', 'horse', 'castanea', 'tree', 'brown', 'edible_nut', 'wood']",0,NOUN,NOUN,True,0.0,0.4519716501235962
['hail'],['stone'],1,eng,"['precipitation', 'greeting', 'precipitate', 'applaud', 'object', 'greet', 'be', 'call']","['pericarp', 'material', 'coldness', 'kill', 'avoirdupois_unit', 'building_material', 'remove', 'crystal', 'natural_object']",0,NOUN,NOUN,True,0.0,0.5928512811660767
['nest'],['family'],1,eng,"['retreat', 'populate', 'furniture', 'cling_to', 'gun_emplacement', 'gang', 'gather', 'natural_object', 'implant']","['relative', 'lineage', 'taxonomic_group', 'association', 'organized_crime', 'collection', 'kin', 'order', 'unit']",0,ADJ,NOUN,False,0.0,0.34767934679985046
['nest'],['quiver'],1,eng,"['retreat', 'populate', 'furniture', 'cling_to', 'gun_emplacement', 'gang', 'gather', 'natural_object', 'implant']","['fear', 'move', 'case', 'move_back_and_forth', 'motion', 'tremble']",0,ADJ,NOUN,False,0.0,0.5185914635658264
['nest'],['beehive'],1,eng,"['retreat', 'populate', 'furniture', 'cling_to', 'gun_emplacement', 'gang', 'gather', 'natural_object', 'implant']","['hairdo', 'receptacle', 'workplace', 'nest']",0,ADJ,NOUN,False,0.0,0.5987588167190552
['nest'],['spider web'],1,eng,"['retreat', 'populate', 'furniture', 'cling_to', 'gun_emplacement', 'gang', 'gather', 'natural_object', 'implant']",['web'],0,ADJ,NOUN,False,0.0,0.3096505403518677
['nest'],['basket'],1,eng,"['retreat', 'populate', 'furniture', 'cling_to', 'gun_emplacement', 'gang', 'gather', 'natural_object', 'implant']","['basketball_equipment', 'goal', 'containerful', 'score', 'container']",0,ADJ,NOUN,False,0.0,0.41430801153182983
['crown'],['best'],1,eng,"['jewelled_headdress', 'symbol', 'invest', 'cover', 'culminate', 'top', 'topographic_point', 'vertex', 'head', 'dental_appliance', 'wreath', 'award', 'coin', 'crown_jewels']","['attempt', 'beat', 'person']",0,NOUN,ADJ,False,0.0,0.32421526312828064
['crown'],['peak of mountain'],1,eng,"['jewelled_headdress', 'symbol', 'invest', 'cover', 'culminate', 'top', 'topographic_point', 'vertex', 'head', 'dental_appliance', 'wreath', 'award', 'coin', 'crown_jewels']",[],0,NOUN,NOUN,True,0.0,0.3861176669597626
['hump'],['peak of mountain'],1,eng,"['change_posture', 'projection', 'copulate']",[],0,NOUN,NOUN,True,0.0,0.3163275122642517
['red'],['copper'],1,eng,"['chromatic_color', 'radical', 'sum']","['metallic_element', 'penny', 'reddish_brown', 'conductor', 'coat', 'lycaenid', 'policeman', 'lycaena']",0,ADJ,NOUN,False,0.0,0.4660561680793762
['to load'],['to insult'],1,eng,"['indefinite_quantity', 'explosive', 'deposit', 'electrical_power', 'fill', 'concern', 'corrupt', 'transfer', 'electrical_device', 'weight', 'merchandise', 'put']","['hurt', 'discourtesy', 'disrespect']",0,VERB,VERB,True,0.0,0.4382741153240204
['heavy'],['disgusting'],1,eng,"['actor', 'character']","['stimulate', 'repel']",0,ADJ,VERB,False,0.0,0.43832361698150635
['heavy'],['bothering'],1,eng,"['actor', 'character']","['confuse', 'agitate', 'intrude', 'affect', 'strive', 'displease']",0,ADJ,VERB,False,0.0,0.5186699628829956
['elder'],['boss'],1,eng,"['sambucus', 'shrub', 'church_officer', 'adult']","['bovidae', 'impress', 'mammal_genus', 'employer', 'projection', 'supervisor', 'leader', 'politician']",0,NOUN,NOUN,True,0.0,0.5138115286827087
['book'],['letter'],1,eng,"['request', 'publication', 'register', 'record', 'section', 'product', 'dramatic_composition', 'collection', 'schedule', 'fact', 'sacred_text']","['alphabet', 'text', 'print', 'owner', 'literal_interpretation', 'earn', 'character', 'award', 'write', 'document']",0,NOUN,NOUN,True,0.0,0.4997444450855255
['acorn'],['bean'],1,eng,['fruit'],"['human_head', 'legume', 'hit', 'seed', 'leguminosae']",0,NOUN,NOUN,True,0.0,0.5406861901283264
['cellar'],['clandestine activity'],1,eng,"['excavation', 'floor', 'storage_space']",[],0,NOUN,NOUN,True,0.0,0.11389212310314178
['worm'],['beetle'],1,eng,"['invertebrate', 'malevolent_program', 'unpleasant_person', 'screw', 'move']","['travel', 'hammer', 'coleoptera', 'beat', 'insect', 'hang']",0,NOUN,NOUN,True,0.0,0.6260106563568115
"['to raise', 'lift']",['to take off'],1,eng,"['make', 'incite', 'collect', 'delegate', 'bet', 'resuscitate', 'enlist', 'pronounce', 'change', 'better', 'gamble', 'propulsion', 'bid', 'express', 'increase', 'move', 'construct', 'multiply', 'bring_out', 'slope', 'cultivate', 'reach', 'intensify', 'raise', 'mention', 'end']","['leave', 'kill', 'remove', 'calculate', 'undress', 'interrupt', 'depart', 'imitate', 'start']",0,VERB,VERB,True,0.0,0.6718556880950928
['to move away'],['to abolish'],1,eng,[],[],0,VERB,VERB,True,0.0,0.5722206830978394
['to move away'],['to kill'],1,eng,[],"['termination', 'hurt', 'destroy', 'destruction', 'overwhelm', 'drink', 'veto', 'end', 'hit', 'take_away', 'switch_off', 'exhaust', 'be']",0,VERB,VERB,True,0.0,0.5204751491546631
['to move away'],['to destroy'],1,eng,[],"['get_the_better_of', 'kill', 'unmake']",0,VERB,VERB,True,0.0,0.5279794931411743
"['to raise', 'lift']",['to take off'],1,eng,"['make', 'incite', 'collect', 'delegate', 'bet', 'resuscitate', 'enlist', 'pronounce', 'change', 'better', 'gamble', 'propulsion', 'bid', 'express', 'increase', 'move', 'construct', 'multiply', 'bring_out', 'slope', 'cultivate', 'reach', 'intensify', 'raise', 'mention', 'end']","['leave', 'kill', 'remove', 'calculate', 'undress', 'interrupt', 'depart', 'imitate', 'start']",0,VERB,VERB,True,0.0,0.6718556880950928
['to take off'],['to abolish'],1,eng,"['leave', 'kill', 'remove', 'calculate', 'undress', 'interrupt', 'depart', 'imitate', 'start']",[],0,VERB,VERB,True,0.0,0.7110363245010376
['to take off'],['to move away'],1,eng,"['leave', 'kill', 'remove', 'calculate', 'undress', 'interrupt', 'depart', 'imitate', 'start']",[],0,VERB,VERB,True,0.0,0.7445763349533081
['to relieve'],['to take off'],1,eng,"['take', 'absolve', 'rid', 'rescue', 'free', 'confide', 'mitigate', 'treat', 'comfort', 'better']","['leave', 'kill', 'remove', 'calculate', 'undress', 'interrupt', 'depart', 'imitate', 'start']",0,VERB,VERB,True,0.0,0.8151051998138428
['glass'],['spectacles'],1,eng,"['mirror', 'solid', 'insert', 'glassware', 'amphetamine', 'controlled_substance', 'enclose', 'containerful', 'refracting_telescope', 'scan', 'change', 'container', 'supply']","['display', 'optical_instrument', 'blunder', 'sight']",0,NOUN,NOUN,True,0.0,0.5529866814613342
['glass'],['eye'],1,eng,"['mirror', 'solid', 'insert', 'glassware', 'amphetamine', 'controlled_substance', 'enclose', 'containerful', 'refracting_telescope', 'scan', 'change', 'container', 'supply']","['sagacity', 'sense_organ', 'look', 'attention', 'hole', 'area']",0,NOUN,NOUN,True,0.0,0.5367498397827148
['to go out'],['to earth up'],1,eng,"['leave', 'end', 'move', 'consort', 'change']",['obstruct'],0,VERB,VERB,True,0.0,0.5736925601959229
"['to miss somebogy', 'to long for']",['to invite'],1,eng,[],"['stimulate', 'request', 'arouse', 'interact', 'invitation']",0,VERB,VERB,True,0.0,0.43073105812072754
['to sow'],['to invest'],1,eng,"['sow', 'swine', 'circulate', 'put']","['enable', 'equip', 'spend', 'install']",0,VERB,VERB,True,0.0,0.5050081610679626
['to sow'],['to inoculate'],1,eng,"['sow', 'swine', 'circulate', 'put']","['impregnate', 'insert', 'propagate', 'inject', 'inform']",0,VERB,VERB,True,0.0,0.639294445514679
['to feel'],['to know'],1,eng,"['think', 'perceive', 'touch', 'foreplay', 'find', 'look', 'property', 'reason', 'awareness', 'search', 'atmosphere', 'experience', 'be']","['remember', 'knowing', 'recognize', 'copulate', 'distinguish', 'accept', 'experience']",1,VERB,VERB,True,0.0,0.5210261344909668
['dog'],['moon'],1,eng,"['pack', 'domestic_animal', 'chap', 'canis', 'villain', 'support', 'catch', 'sausage', 'unpleasant_woman', 'pursue', 'canine']","['month', 'expose', 'satellite', 'light', 'object', 'idle']",0,NOUN,NOUN,True,0.0,0.44777941703796387
['atheist'],['expression of anger'],1,eng,['disbeliever'],[],0,NOUN,NOUN,True,0.0,0.25230157375335693
['comb'],['fin'],1,eng,"['plate', 'device', 'hair_care', 'groom', 'crest', 'tool', 'straighten', 'search']","['slat', 'equip', 'decoration', 'swim', 'extremity', 'digit', 'stabilizer', 'shoe']",0,NOUN,NOUN,True,0.0,0.49465566873550415
['comb'],['fascicle'],1,eng,"['plate', 'device', 'hair_care', 'groom', 'crest', 'tool', 'straighten', 'search']","['installment', 'nervous_tissue']",0,NOUN,NOUN,True,0.0,0.5256667137145996
['comb'],['fascicle'],1,eng,"['plate', 'device', 'hair_care', 'groom', 'crest', 'tool', 'straighten', 'search']","['installment', 'nervous_tissue']",0,NOUN,NOUN,True,0.0,0.5256667137145996
['comb'],['harrow'],1,eng,"['plate', 'device', 'hair_care', 'groom', 'crest', 'tool', 'straighten', 'search']","['cultivator', 'plow']",0,NOUN,NOUN,True,0.0,0.6223644614219666
['comb'],['mane'],1,eng,"['plate', 'device', 'hair_care', 'groom', 'crest', 'tool', 'straighten', 'search']",['hair'],0,NOUN,NOUN,True,0.0,0.6101700663566589
['to go down'],['to fall'],1,eng,"['travel', 'decrease', 'descend', 'fail', 'lose']","['slip', 'change_magnitude', 'come', 'leave_office', 'issue', 'sin', 'be_born', 'die', 'fail', 'fall', 'gravitation', 'weakening', 'happen', 'yield', 'get_down', 'victory', 'change_of_location', 'change_hands', 'change', 'be', 'loss', 'travel', 'season', 'change_state', 'slope', 'decrease', 'disappear', 'descent', 'hour', 'change_posture']",1,VERB,VERB,True,0.0,0.6982577443122864
['to shoot'],['to strike'],1,eng,"['consume', 'injure', 'weave', 'throw', 'rush', 'measure', 'administer', 'hit', 'score', 'project', 'kill', 'ache', 'fire', 'shooting', 'emit', 'insert', 'record', 'utter', 'grow', 'sprout']","['pitch', 'make', 'achieve', 'blow', 'penetrate', 'touch', 'happen', 'job_action', 'score', 'protest', 'shape', 'delete', 'read', 'move', 'flush', 'solve', 'find', 'attack', 'create_from_raw_material', 'success', 'affect']",1,VERB,VERB,True,0.0,0.651524007320404
"['to beat', 'hit']",['to strike'],1,eng,"['beat_generation', 'make', 'confuse', 'pace', 'nonconformist', 'beat', 'surpass', 'get_the_better_of', 'musical_time', 'stroke', 'glare', 'strike', 'cheat', 'tire', 'agitate', 'sound', 'oscillation', 'be', 'play', 'shape', 'move', 'periodic_event', 'sail', 'path', 'poetic_rhythm', 'sailing']","['pitch', 'make', 'achieve', 'blow', 'penetrate', 'touch', 'happen', 'job_action', 'score', 'protest', 'shape', 'delete', 'read', 'move', 'flush', 'solve', 'find', 'attack', 'create_from_raw_material', 'success', 'affect']",1,VERB,VERB,True,0.0,0.7360663414001465
['button'],['knot'],1,eng,"['fastener', 'switch', 'device', 'fasten', 'badge', 'artifact', 'add', 'plant_part', 'erectile_organ']","['roughness', 'distorted_shape', 'sandpiper', 'fastener', 'intertwine', 'nautical_linear_unit', 'calidris', 'bunch', 'create_from_raw_material', 'tie', 'wood']",1,NOUN,NOUN,True,0.0,0.529138445854187
['many'],['difficult'],1,eng,[],[],0,ADJ,ADJ,True,0.0,0.3972669243812561
['expensive'],['difficult'],1,eng,[],[],0,ADJ,ADJ,True,0.0,0.5383437275886536
